,GeoFips,GeoName,LineCode,Description,2020
493,23000,Maine,14,    Household consumption expenditures (for services),36563.5
494,23000,Maine,15,      Housing and utilities,11526.6
495,23000,Maine,16,      Health care,10599.8
496,23000,Maine,17,      Transportation services,1382.9
497,23000,Maine,18,      Recreation services,1846.5
498,23000,Maine,19,      Food services and accommodations,3377.2
499,23000,Maine,20,      Financial services and insurance,3717.6
500,23000,Maine,21,      Other services,4112.9
501,23000,Maine,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3397.0
502,23000,Maine,23,      Gross output of nonprofit institutions,7683.0
503,23000,Maine,24,      Less: Receipts from sales of goods and services by nonprofit institutions,4286.0
504,24000,Maryland,1,Personal consumption expenditures,268456.8
505,24000,Maryland,2,  Goods,83858.8
506,24000,Maryland,3,    Durable goods,28157.8
507,24000,Maryland,4,      Motor vehicles and parts,9035.7
508,24000,Maryland,5,      Furnishings and durable household equipment,6636.2
509,24000,Maryland,6,      Recreational goods and vehicles,8559.9
510,24000,Maryland,7,      Other durable goods,3926.0
511,24000,Maryland,8,    Nondurable goods,55701.0
512,24000,Maryland,9,      Food and beverages purchased for off-premises consumption,19075.0
513,24000,Maryland,10,      Clothing and footwear,6448.0
514,24000,Maryland,11,      Gasoline and other energy goods,4241.1
515,24000,Maryland,12,      Other nondurable goods,25936.8
516,24000,Maryland,13,  Services,184598.0
517,24000,Maryland,14,    Household consumption expenditures (for services),173929.8
518,24000,Maryland,15,      Housing and utilities,56252.7
519,24000,Maryland,16,      Health care,43514.1
520,24000,Maryland,17,      Transportation services,7213.4
521,24000,Maryland,18,      Recreation services,7720.5
522,24000,Maryland,19,      Food services and accommodations,14843.7
523,24000,Maryland,20,      Financial services and insurance,20905.6
524,24000,Maryland,21,      Other services,23479.8
525,24000,Maryland,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),10668.2
526,24000,Maryland,23,      Gross output of nonprofit institutions,37098.1
527,24000,Maryland,24,      Less: Receipts from sales of goods and services by nonprofit institutions,26429.9
528,25000,Massachusetts,1,Personal consumption expenditures,358472.3
529,25000,Massachusetts,2,  Goods,107280.8
530,25000,Massachusetts,3,    Durable goods,35926.4
531,25000,Massachusetts,4,      Motor vehicles and parts,10135.0
532,25000,Massachusetts,5,      Furnishings and durable household equipment,8892.4
533,25000,Massachusetts,6,      Recreational goods and vehicles,11582.0
534,25000,Massachusetts,7,      Other durable goods,5317.0
535,25000,Massachusetts,8,    Nondurable goods,71354.5
536,25000,Massachusetts,9,      Food and beverages purchased for off-premises consumption,28317.3
537,25000,Massachusetts,10,      Clothing and footwear,8069.6
538,25000,Massachusetts,11,      Gasoline and other energy goods,4138.2
539,25000,Massachusetts,12,      Other nondurable goods,30829.4
540,25000,Massachusetts,13,  Services,251191.4
541,25000,Massachusetts,14,    Household consumption expenditures (for services),234545.0
542,25000,Massachusetts,15,      Housing and utilities,67721.4
543,25000,Massachusetts,16,      Health care,59981.9
544,25000,Massachusetts,17,      Transportation services,10416.2
545,25000,Massachusetts,18,      Recreation services,11839.7
546,25000,Massachusetts,19,      Food services and accommodations,18907.6
547,25000,Massachusetts,20,      Financial services and insurance,33202.6
548,25000,Massachusetts,21,      Other services,32475.7
549,25000,Massachusetts,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),16646.4
550,25000,Massachusetts,23,      Gross output of nonprofit institutions,45268.8
551,25000,Massachusetts,24,      Less: Receipts from sales of goods and services by nonprofit institutions,28622.4
552,26000,Michigan,1,Personal consumption expenditures,411364.2
553,26000,Michigan,2,  Goods,134276.4
554,26000,Michigan,3,    Durable goods,45031.0
555,26000,Michigan,4,      Motor vehicles and parts,14773.9
556,26000,Michigan,5,      Furnishings and durable household equipment,10184.4
557,26000,Michigan,6,      Recreational goods and vehicles,13740.3
558,26000,Michigan,7,      Other durable goods,6332.4
559,26000,Michigan,8,    Nondurable goods,89245.3
560,26000,Michigan,9,      Food and beverages purchased for off-premises consumption,35198.4
561,26000,Michigan,10,      Clothing and footwear,9639.0
562,26000,Michigan,11,      Gasoline and other energy goods,7849.7
563,26000,Michigan,12,      Other nondurable goods,36558.3
564,26000,Michigan,13,  Services,277087.8
565,26000,Michigan,14,    Household consumption expenditures (for services),252452.9
566,26000,Michigan,15,      Housing and utilities,74905.8
567,26000,Michigan,16,      Health care,66288.9
568,26000,Michigan,17,      Transportation services,9139.1
569,26000,Michigan,18,      Recreation services,9211.5
570,26000,Michigan,19,      Food services and accommodations,19198.3
571,26000,Michigan,20,      Financial services and insurance,45706.1
572,26000,Michigan,21,      Other services,28003.2
573,26000,Michigan,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),24635.0
574,26000,Michigan,23,      Gross output of nonprofit institutions,59648.7
575,26000,Michigan,24,      Less: Receipts from sales of goods and services by nonprofit institutions,35013.8
576,27000,Minnesota,1,Personal consumption expenditures,251204.7
577,27000,Minnesota,2,  Goods,79308.3
578,27000,Minnesota,3,    Durable goods,32654.4
579,27000,Minnesota,4,      Motor vehicles and parts,11306.7
580,27000,Minnesota,5,      Furnishings and durable household equipment,6209.8
581,27000,Minnesota,6,      Recreational goods and vehicles,12060.9
582,27000,Minnesota,7,      Other durable goods,3077.0
583,27000,Minnesota,8,    Nondurable goods,46653.9
584,27000,Minnesota,9,      Food and beverages purchased for off-premises consumption,17792.1
585,27000,Minnesota,10,      Clothing and footwear,6014.7
586,27000,Minnesota,11,      Gasoline and other energy goods,5029.7
587,27000,Minnesota,12,      Other nondurable goods,17817.4
588,27000,Minnesota,13,  Services,171896.4
589,27000,Minnesota,14,    Household consumption expenditures (for services),159791.9
590,27000,Minnesota,15,      Housing and utilities,47004.5
591,27000,Minnesota,16,      Health care,45394.5
592,27000,Minnesota,17,      Transportation services,6069.4
593,27000,Minnesota,18,      Recreation services,6058.9
594,27000,Minnesota,19,      Food services and accommodations,11143.1
595,27000,Minnesota,20,      Financial services and insurance,23193.9
596,27000,Minnesota,21,      Other services,20927.6
597,27000,Minnesota,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),12104.6
598,27000,Minnesota,23,      Gross output of nonprofit institutions,35084.2
599,27000,Minnesota,24,      Less: Receipts from sales of goods and services by nonprofit institutions,22979.6
600,28000,Mississippi,1,Personal consumption expenditures,95998.3
601,28000,Mississippi,2,  Goods,36498.8
602,28000,Mississippi,3,    Durable goods,11040.4
603,28000,Mississippi,4,      Motor vehicles and parts,4798.2
604,28000,Mississippi,5,      Furnishings and durable household equipment,2592.8
605,28000,Mississippi,6,      Recreational goods and vehicles,2218.2
606,28000,Mississippi,7,      Other durable goods,1431.2
607,28000,Mississippi,8,    Nondurable goods,25458.5
608,28000,Mississippi,9,      Food and beverages purchased for off-premises consumption,9525.5
609,28000,Mississippi,10,      Clothing and footwear,2831.0
610,28000,Mississippi,11,      Gasoline and other energy goods,2489.0
611,28000,Mississippi,12,      Other nondurable goods,10613.0
612,28000,Mississippi,13,  Services,59499.4
613,28000,Mississippi,14,    Household consumption expenditures (for services),56778.7
614,28000,Mississippi,15,      Housing and utilities,16795.1
615,28000,Mississippi,16,      Health care,17988.5
616,28000,Mississippi,17,      Transportation services,1900.8
617,28000,Mississippi,18,      Recreation services,2085.9
618,28000,Mississippi,19,      Food services and accommodations,5931.2
619,28000,Mississippi,20,      Financial services and insurance,5926.7
620,28000,Mississippi,21,      Other services,6150.4
621,28000,Mississippi,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2720.8
622,28000,Mississippi,23,      Gross output of nonprofit institutions,10264.9
623,28000,Mississippi,24,      Less: Receipts from sales of goods and services by nonprofit institutions,7544.2
624,29000,Missouri,1,Personal consumption expenditures,246053.1
625,29000,Missouri,2,  Goods,82202.8
626,29000,Missouri,3,    Durable goods,27567.6
627,29000,Missouri,4,      Motor vehicles and parts,11519.7
628,29000,Missouri,5,      Furnishings and durable household equipment,6315.0
629,29000,Missouri,6,      Recreational goods and vehicles,6568.4
630,29000,Missouri,7,      Other durable goods,3164.5
631,29000,Missouri,8,    Nondurable goods,54635.3
632,29000,Missouri,9,      Food and beverages purchased for off-premises consumption,19288.5
633,29000,Missouri,10,      Clothing and footwear,5845.6
634,29000,Missouri,11,      Gasoline and other energy goods,6423.3
635,29000,Missouri,12,      Other nondurable goods,23077.8
636,29000,Missouri,13,  Services,163850.2
637,29000,Missouri,14,    Household consumption expenditures (for services),154794.5
638,29000,Missouri,15,      Housing and utilities,42079.6
639,29000,Missouri,16,      Health care,43556.7
640,29000,Missouri,17,      Transportation services,6551.7
641,29000,Missouri,18,      Recreation services,7489.7
642,29000,Missouri,19,      Food services and accommodations,13665.7
643,29000,Missouri,20,      Financial services and insurance,21547.5
644,29000,Missouri,21,      Other services,19903.6
645,29000,Missouri,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),9055.7
646,29000,Missouri,23,      Gross output of nonprofit institutions,26829.6
647,29000,Missouri,24,      Less: Receipts from sales of goods and services by nonprofit institutions,17773.9
648,30000,Montana,1,Personal consumption expenditures,45719.5
649,30000,Montana,2,  Goods,15796.9
650,30000,Montana,3,    Durable goods,6286.3
651,30000,Montana,4,      Motor vehicles and parts,2476.1
652,30000,Montana,5,      Furnishings and durable household equipment,1364.0
653,30000,Montana,6,      Recreational goods and vehicles,1833.4
654,30000,Montana,7,      Other durable goods,612.8
655,30000,Montana,8,    Nondurable goods,9510.6
656,30000,Montana,9,      Food and beverages purchased for off-premises consumption,4121.7
657,30000,Montana,10,      Clothing and footwear,959.3
658,30000,Montana,11,      Gasoline and other energy goods,1015.0
659,30000,Montana,12,      Other nondurable goods,3414.7
660,30000,Montana,13,  Services,29922.6
661,30000,Montana,14,    Household consumption expenditures (for services),27957.3
662,30000,Montana,15,      Housing and utilities,8211.1
663,30000,Montana,16,      Health care,8169.2
664,30000,Montana,17,      Transportation services,1395.3
665,30000,Montana,18,      Recreation services,1470.4
666,30000,Montana,19,      Food services and accommodations,2650.2
667,30000,Montana,20,      Financial services and insurance,3164.4
668,30000,Montana,21,      Other services,2896.8
669,30000,Montana,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),1965.3
670,30000,Montana,23,      Gross output of nonprofit institutions,5389.6
671,30000,Montana,24,      Less: Receipts from sales of goods and services by nonprofit institutions,3424.3
672,31000,Nebraska,1,Personal consumption expenditures,79713.9
673,31000,Nebraska,2,  Goods,27528.7
674,31000,Nebraska,3,    Durable goods,10469.7
675,31000,Nebraska,4,      Motor vehicles and parts,4448.9
676,31000,Nebraska,5,      Furnishings and durable household equipment,2072.4
677,31000,Nebraska,6,      Recreational goods and vehicles,2595.5
678,31000,Nebraska,7,      Other durable goods,1352.9
679,31000,Nebraska,8,    Nondurable goods,17059.1
680,31000,Nebraska,9,      Food and beverages purchased for off-premises consumption,6484.1
681,31000,Nebraska,10,      Clothing and footwear,1802.0
682,31000,Nebraska,11,      Gasoline and other energy goods,2096.0
683,31000,Nebraska,12,      Other nondurable goods,6677.0
684,31000,Nebraska,13,  Services,52185.2
685,31000,Nebraska,14,    Household consumption expenditures (for services),48999.8
686,31000,Nebraska,15,      Housing and utilities,13773.7
687,31000,Nebraska,16,      Health care,14270.7
688,31000,Nebraska,17,      Transportation services,2090.4
689,31000,Nebraska,18,      Recreation services,1641.5
690,31000,Nebraska,19,      Food services and accommodations,4121.1
691,31000,Nebraska,20,      Financial services and insurance,7681.7
692,31000,Nebraska,21,      Other services,5420.8
693,31000,Nebraska,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3185.3
694,31000,Nebraska,23,      Gross output of nonprofit institutions,9352.3
695,31000,Nebraska,24,      Less: Receipts from sales of goods and services by nonprofit institutions,6167.0
696,32000,Nevada,1,Personal consumption expenditures,123053.7
697,32000,Nevada,2,  Goods,43295.9
698,32000,Nevada,3,    Durable goods,15099.9
699,32000,Nevada,4,      Motor vehicles and parts,4897.6
700,32000,Nevada,5,      Furnishings and durable household equipment,3607.9
701,32000,Nevada,6,      Recreational goods and vehicles,4772.0
702,32000,Nevada,7,      Other durable goods,1822.4
703,32000,Nevada,8,    Nondurable goods,28196.0
704,32000,Nevada,9,      Food and beverages purchased for off-premises consumption,11281.6
705,32000,Nevada,10,      Clothing and footwear,3212.1
706,32000,Nevada,11,      Gasoline and other energy goods,2015.1
707,32000,Nevada,12,      Other nondurable goods,11687.2
708,32000,Nevada,13,  Services,79757.8
709,32000,Nevada,14,    Household consumption expenditures (for services),75415.3
710,32000,Nevada,15,      Housing and utilities,25862.5
711,32000,Nevada,16,      Health care,17216.5
712,32000,Nevada,17,      Transportation services,3158.9
713,32000,Nevada,18,      Recreation services,3798.1
714,32000,Nevada,19,      Food services and accommodations,7028.9
715,32000,Nevada,20,      Financial services and insurance,10185.1
716,32000,Nevada,21,      Other services,8165.4
717,32000,Nevada,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),4342.5
718,32000,Nevada,23,      Gross output of nonprofit institutions,13523.3
719,32000,Nevada,24,      Less: Receipts from sales of goods and services by nonprofit institutions,9180.8
720,33000,New Hampshire,1,Personal consumption expenditures,70718.9
721,33000,New Hampshire,2,  Goods,22320.4
722,33000,New Hampshire,3,    Durable goods,7802.7
723,33000,New Hampshire,4,      Motor vehicles and parts,3058.8
724,33000,New Hampshire,5,      Furnishings and durable household equipment,1905.0
725,33000,New Hampshire,6,      Recreational goods and vehicles,1861.7
726,33000,New Hampshire,7,      Other durable goods,977.2
727,33000,New Hampshire,8,    Nondurable goods,14517.7
728,33000,New Hampshire,9,      Food and beverages purchased for off-premises consumption,5987.9
729,33000,New Hampshire,10,      Clothing and footwear,1681.9
730,33000,New Hampshire,11,      Gasoline and other energy goods,1223.8
731,33000,New Hampshire,12,      Other nondurable goods,5624.1
732,33000,New Hampshire,13,  Services,48398.5
733,33000,New Hampshire,14,    Household consumption expenditures (for services),44831.6
734,33000,New Hampshire,15,      Housing and utilities,12604.8
735,33000,New Hampshire,16,      Health care,11967.0
736,33000,New Hampshire,17,      Transportation services,1830.2
737,33000,New Hampshire,18,      Recreation services,2171.2
738,33000,New Hampshire,19,      Food services and accommodations,3531.7
739,33000,New Hampshire,20,      Financial services and insurance,6999.3
740,33000,New Hampshire,21,      Other services,5727.4
741,33000,New Hampshire,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3567.0
742,33000,New Hampshire,23,      Gross output of nonprofit institutions,9019.1
743,33000,New Hampshire,24,      Less: Receipts from sales of goods and services by nonprofit institutions,5452.2
744,34000,New Jersey,1,Personal consumption expenditures,446078.4
745,34000,New Jersey,2,  Goods,142099.5
746,34000,New Jersey,3,    Durable goods,46122.7
747,34000,New Jersey,4,      Motor vehicles and parts,13288.0
748,34000,New Jersey,5,      Furnishings and durable household equipment,12548.7
749,34000,New Jersey,6,      Recreational goods and vehicles,13026.6
750,34000,New Jersey,7,      Other durable goods,7259.4
751,34000,New Jersey,8,    Nondurable goods,95976.8
752,34000,New Jersey,9,      Food and beverages purchased for off-premises consumption,33794.1
753,34000,New Jersey,10,      Clothing and footwear,11844.5
754,34000,New Jersey,11,      Gasoline and other energy goods,5936.0
755,34000,New Jersey,12,      Other nondurable goods,44402.3
756,34000,New Jersey,13,  Services,303978.9
757,34000,New Jersey,14,    Household consumption expenditures (for services),273919.4
758,34000,New Jersey,15,      Housing and utilities,86637.1
759,34000,New Jersey,16,      Health care,69506.9
760,34000,New Jersey,17,      Transportation services,9784.6
761,34000,New Jersey,18,      Recreation services,13122.3
762,34000,New Jersey,19,      Food services and accommodations,20474.6
763,34000,New Jersey,20,      Financial services and insurance,36812.7
764,34000,New Jersey,21,      Other services,37581.2
765,34000,New Jersey,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),30059.5
766,34000,New Jersey,23,      Gross output of nonprofit institutions,72835.0
767,34000,New Jersey,24,      Less: Receipts from sales of goods and services by nonprofit institutions,42775.5
768,35000,New Mexico,1,Personal consumption expenditures,74276.4
769,35000,New Mexico,2,  Goods,25085.2
770,35000,New Mexico,3,    Durable goods,8559.9
771,35000,New Mexico,4,      Motor vehicles and parts,3454.9
772,35000,New Mexico,5,      Furnishings and durable household equipment,2070.8
773,35000,New Mexico,6,      Recreational goods and vehicles,1736.3
774,35000,New Mexico,7,      Other durable goods,1298.0
775,35000,New Mexico,8,    Nondurable goods,16525.3
776,35000,New Mexico,9,      Food and beverages purchased for off-premises consumption,6926.2
777,35000,New Mexico,10,      Clothing and footwear,1660.4
778,35000,New Mexico,11,      Gasoline and other energy goods,1626.3
779,35000,New Mexico,12,      Other nondurable goods,6312.4
780,35000,New Mexico,13,  Services,49191.1
781,35000,New Mexico,14,    Household consumption expenditures (for services),46208.7
782,35000,New Mexico,15,      Housing and utilities,14056.1
783,35000,New Mexico,16,      Health care,13517.5
784,35000,New Mexico,17,      Transportation services,1645.6
785,35000,New Mexico,18,      Recreation services,1649.0
786,35000,New Mexico,19,      Food services and accommodations,4643.0
787,35000,New Mexico,20,      Financial services and insurance,5994.6
788,35000,New Mexico,21,      Other services,4703.0
789,35000,New Mexico,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2982.4
790,35000,New Mexico,23,      Gross output of nonprofit institutions,8958.2
791,35000,New Mexico,24,      Less: Receipts from sales of goods and services by nonprofit institutions,5975.8
792,36000,New York,1,Personal consumption expenditures,961707.3
793,36000,New York,2,  Goods,288289.3
794,36000,New York,3,    Durable goods,84196.6
795,36000,New York,4,      Motor vehicles and parts,22605.5
796,36000,New York,5,      Furnishings and durable household equipment,23724.1
797,36000,New York,6,      Recreational goods and vehicles,24055.6
798,36000,New York,7,      Other durable goods,13811.3
799,36000,New York,8,    Nondurable goods,204092.7
800,36000,New York,9,      Food and beverages purchased for off-premises consumption,68632.7
801,36000,New York,10,      Clothing and footwear,25579.1
802,36000,New York,11,      Gasoline and other energy goods,9099.7
803,36000,New York,12,      Other nondurable goods,100781.3
804,36000,New York,13,  Services,673418.0
805,36000,New York,14,    Household consumption expenditures (for services),625320.9
806,36000,New York,15,      Housing and utilities,180971.3
807,36000,New York,16,      Health care,166004.1
808,36000,New York,17,      Transportation services,24379.1
809,36000,New York,18,      Recreation services,25321.9
810,36000,New York,19,      Food services and accommodations,48830.3
811,36000,New York,20,      Financial services and insurance,95982.5
812,36000,New York,21,      Other services,83831.8
813,36000,New York,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),48097.1
814,36000,New York,23,      Gross output of nonprofit institutions,144672.8
815,36000,New York,24,      Less: Receipts from sales of goods and services by nonprofit institutions,96575.7
816,37000,North Carolina,1,Personal consumption expenditures,405953.5
817,37000,North Carolina,2,  Goods,149739.7
818,37000,North Carolina,3,    Durable goods,52888.4
819,37000,North Carolina,4,      Motor vehicles and parts,18550.9
820,37000,North Carolina,5,      Furnishings and durable household equipment,12499.0
821,37000,North Carolina,6,      Recreational goods and vehicles,15822.2
822,37000,North Carolina,7,      Other durable goods,6016.3
823,37000,North Carolina,8,    Nondurable goods,96851.3
824,37000,North Carolina,9,      Food and beverages purchased for off-premises consumption,36786.5
825,37000,North Carolina,10,      Clothing and footwear,10785.5
826,37000,North Carolina,11,      Gasoline and other energy goods,8249.8
827,37000,North Carolina,12,      Other nondurable goods,41029.5
828,37000,North Carolina,13,  Services,256213.8
829,37000,North Carolina,14,    Household consumption expenditures (for services),253103.7
830,37000,North Carolina,15,      Housing and utilities,74877.0
831,37000,North Carolina,16,      Health care,66259.5
832,37000,North Carolina,17,      Transportation services,9005.0
833,37000,North Carolina,18,      Recreation services,12871.0
834,37000,North Carolina,19,      Food services and accommodations,23977.7
835,37000,North Carolina,20,      Financial services and insurance,31651.3
836,37000,North Carolina,21,      Other services,34462.1
837,37000,North Carolina,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3110.1
838,37000,North Carolina,23,      Gross output of nonprofit institutions,33041.0
839,37000,North Carolina,24,      Less: Receipts from sales of goods and services by nonprofit institutions,29930.9
840,38000,North Dakota,1,Personal consumption expenditures,33631.3
841,38000,North Dakota,2,  Goods,11109.9
842,38000,North Dakota,3,    Durable goods,4386.6
843,38000,North Dakota,4,      Motor vehicles and parts,1572.1
844,38000,North Dakota,5,      Furnishings and durable household equipment,1000.3
845,38000,North Dakota,6,      Recreational goods and vehicles,1377.2
846,38000,North Dakota,7,      Other durable goods,437.1
847,38000,North Dakota,8,    Nondurable goods,6723.3
848,38000,North Dakota,9,      Food and beverages purchased for off-premises consumption,2462.3
849,38000,North Dakota,10,      Clothing and footwear,892.7
850,38000,North Dakota,11,      Gasoline and other energy goods,512.2
851,38000,North Dakota,12,      Other nondurable goods,2856.1
852,38000,North Dakota,13,  Services,22521.4
853,38000,North Dakota,14,    Household consumption expenditures (for services),20876.0
854,38000,North Dakota,15,      Housing and utilities,5164.4
855,38000,North Dakota,16,      Health care,6886.1
856,38000,North Dakota,17,      Transportation services,946.5
857,38000,North Dakota,18,      Recreation services,807.5
858,38000,North Dakota,19,      Food services and accommodations,1749.8
859,38000,North Dakota,20,      Financial services and insurance,2833.0
860,38000,North Dakota,21,      Other services,2488.8
861,38000,North Dakota,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),1645.4
862,38000,North Dakota,23,      Gross output of nonprofit institutions,3919.5
863,38000,North Dakota,24,      Less: Receipts from sales of goods and services by nonprofit institutions,2274.1
864,39000,Ohio,1,Personal consumption expenditures,466159.7
865,39000,Ohio,2,  Goods,160334.8
866,39000,Ohio,3,    Durable goods,55136.1
867,39000,Ohio,4,      Motor vehicles and parts,19110.0
868,39000,Ohio,5,      Furnishings and durable household equipment,13216.0
869,39000,Ohio,6,      Recreational goods and vehicles,16414.0
870,39000,Ohio,7,      Other durable goods,6396.1
871,39000,Ohio,8,    Nondurable goods,105198.8
872,39000,Ohio,9,      Food and beverages purchased for off-premises consumption,41397.2
873,39000,Ohio,10,      Clothing and footwear,10849.2
874,39000,Ohio,11,      Gasoline and other energy goods,8834.1
875,39000,Ohio,12,      Other nondurable goods,44118.3
876,39000,Ohio,13,  Services,305824.9
877,39000,Ohio,14,    Household consumption expenditures (for services),280924.2
878,39000,Ohio,15,      Housing and utilities,77921.5
879,39000,Ohio,16,      Health care,87782.0
880,39000,Ohio,17,      Transportation services,9637.0
881,39000,Ohio,18,      Recreation services,12357.6
882,39000,Ohio,19,      Food services and accommodations,24694.6
883,39000,Ohio,20,      Financial services and insurance,35758.9
884,39000,Ohio,21,      Other services,32772.5
885,39000,Ohio,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),24900.7
886,39000,Ohio,23,      Gross output of nonprofit institutions,64403.9
887,39000,Ohio,24,      Less: Receipts from sales of goods and services by nonprofit institutions,39503.2
888,40000,Oklahoma,1,Personal consumption expenditures,137469.2
889,40000,Oklahoma,2,  Goods,50002.3
890,40000,Oklahoma,3,    Durable goods,18006.4
891,40000,Oklahoma,4,      Motor vehicles and parts,8227.5
892,40000,Oklahoma,5,      Furnishings and durable household equipment,4078.2
893,40000,Oklahoma,6,      Recreational goods and vehicles,3645.5
894,40000,Oklahoma,7,      Other durable goods,2055.2
895,40000,Oklahoma,8,    Nondurable goods,31995.9
896,40000,Oklahoma,9,      Food and beverages purchased for off-premises consumption,10527.4
897,40000,Oklahoma,10,      Clothing and footwear,4272.0
898,40000,Oklahoma,11,      Gasoline and other energy goods,3893.1
899,40000,Oklahoma,12,      Other nondurable goods,13303.4
900,40000,Oklahoma,13,  Services,87466.9
901,40000,Oklahoma,14,    Household consumption expenditures (for services),84583.9
902,40000,Oklahoma,15,      Housing and utilities,24491.0
903,40000,Oklahoma,16,      Health care,24366.1
904,40000,Oklahoma,17,      Transportation services,3050.9
905,40000,Oklahoma,18,      Recreation services,3416.9
906,40000,Oklahoma,19,      Food services and accommodations,9092.0
907,40000,Oklahoma,20,      Financial services and insurance,10113.4
908,40000,Oklahoma,21,      Other services,10053.5
909,40000,Oklahoma,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2883.0
910,40000,Oklahoma,23,      Gross output of nonprofit institutions,15154.0
911,40000,Oklahoma,24,      Less: Receipts from sales of goods and services by nonprofit institutions,12271.0
912,41000,Oregon,1,Personal consumption expenditures,178375.4
913,41000,Oregon,2,  Goods,61071.7
914,41000,Oregon,3,    Durable goods,23431.7
915,41000,Oregon,4,      Motor vehicles and parts,6751.1
916,41000,Oregon,5,      Furnishings and durable household equipment,5873.4
917,41000,Oregon,6,      Recreational goods and vehicles,8359.7
918,41000,Oregon,7,      Other durable goods,2447.5
919,41000,Oregon,8,    Nondurable goods,37640.0
920,41000,Oregon,9,      Food and beverages purchased for off-premises consumption,16660.8
921,41000,Oregon,10,      Clothing and footwear,4825.9
922,41000,Oregon,11,      Gasoline and other energy goods,3000.9
923,41000,Oregon,12,      Other nondurable goods,13152.5
924,41000,Oregon,13,  Services,117303.7
925,41000,Oregon,14,    Household consumption expenditures (for services),110063.7
926,41000,Oregon,15,      Housing and utilities,36237.4
927,41000,Oregon,16,      Health care,30214.8
928,41000,Oregon,17,      Transportation services,4563.5
929,41000,Oregon,18,      Recreation services,4842.5
930,41000,Oregon,19,      Food services and accommodations,10295.6
931,41000,Oregon,20,      Financial services and insurance,12612.2
932,41000,Oregon,21,      Other services,11297.7
933,41000,Oregon,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),7240.0
934,41000,Oregon,23,      Gross output of nonprofit institutions,22248.5
935,41000,Oregon,24,      Less: Receipts from sales of goods and services by nonprofit institutions,15008.6
936,42000,Pennsylvania,1,Personal consumption expenditures,570772.0
937,42000,Pennsylvania,2,  Goods,182162.3
938,42000,Pennsylvania,3,    Durable goods,62471.5
939,42000,Pennsylvania,4,      Motor vehicles and parts,20235.1
940,42000,Pennsylvania,5,      Furnishings and durable household equipment,14572.7
941,42000,Pennsylvania,6,      Recreational goods and vehicles,19656.7
942,42000,Pennsylvania,7,      Other durable goods,8006.9
943,42000,Pennsylvania,8,    Nondurable goods,119690.8
944,42000,Pennsylvania,9,      Food and beverages purchased for off-premises consumption,42619.2
945,42000,Pennsylvania,10,      Clothing and footwear,13002.2
946,42000,Pennsylvania,11,      Gasoline and other energy goods,10931.8
947,42000,Pennsylvania,12,      Other nondurable goods,53137.6
948,42000,Pennsylvania,13,  Services,388609.7
949,42000,Pennsylvania,14,    Household consumption expenditures (for services),359741.2
950,42000,Pennsylvania,15,      Housing and utilities,99299.6
951,42000,Pennsylvania,16,      Health care,100917.0
952,42000,Pennsylvania,17,      Transportation services,12952.7
953,42000,Pennsylvania,18,      Recreation services,15184.3
954,42000,Pennsylvania,19,      Food services and accommodations,25252.9
955,42000,Pennsylvania,20,      Financial services and insurance,50957.1
956,42000,Pennsylvania,21,      Other services,55177.5
957,42000,Pennsylvania,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),28868.5
958,42000,Pennsylvania,23,      Gross output of nonprofit institutions,75282.7
959,42000,Pennsylvania,24,      Less: Receipts from sales of goods and services by nonprofit institutions,46414.2
960,44000,Rhode Island,1,Personal consumption expenditures,45397.1
961,44000,Rhode Island,2,  Goods,14222.4
962,44000,Rhode Island,3,    Durable goods,4482.3
963,44000,Rhode Island,4,      Motor vehicles and parts,1560.3
964,44000,Rhode Island,5,      Furnishings and durable household equipment,1189.8
965,44000,Rhode Island,6,      Recreational goods and vehicles,1074.9
966,44000,Rhode Island,7,      Other durable goods,657.3
967,44000,Rhode Island,8,    Nondurable goods,9740.0
968,44000,Rhode Island,9,      Food and beverages purchased for off-premises consumption,3965.7
969,44000,Rhode Island,10,      Clothing and footwear,935.9
970,44000,Rhode Island,11,      Gasoline and other energy goods,671.9
971,44000,Rhode Island,12,      Other nondurable goods,4166.5
972,44000,Rhode Island,13,  Services,31174.8
973,44000,Rhode Island,14,    Household consumption expenditures (for services),28953.0
974,44000,Rhode Island,15,      Housing and utilities,8518.6
